code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_group,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,completed_mooc
BBB,2013J,497632,2,Wales,3,90-100%,1,0-35,1,60,1,Pass,-198,1
BBB,2013J,497925,2,East Anglian Region,2,40-50%,1,0-35,1,60,1,Withdrawn,-103,1
BBB,2013J,498543,1,Scotland,2,50-60%,1,0-35,1,60,1,Pass,-82,1
BBB,2013J,498635,1,South West Region,3,20-30%,2,35-55,1,60,1,Pass,-36,1
BBB,2013J,498755,2,London Region,3,0-10%,1,0-35,0,120,1,Pass,-109,1
BBB,2013J,498841,2,East Midlands Region,3,70-80%,1,0-35,0,120,1,Withdrawn,-29,0
BBB,2013J,498892,1,Scotland,2,20-30%,2,35-55,0,60,1,Fail,-28,1
BBB,2013J,499373,2,South West Region,2,40-50%,1,0-35,0,120,1,Withdrawn,-37,0
BBB,2013J,499624,2,London Region,3,20-30%,1,0-35,2,60,1,Withdrawn,-92,0
BBB,2013J,499822,2,Wales,,Oct-20,1,0-35,0,240,1,Withdrawn,-107,0
BBB,2013J,500016,2,London Region,2,40-50%,2,35-55,0,180,1,Pass,-71,1
BBB,2013J,500135,2,East Anglian Region,3,70-80%,1,0-35,1,60,2,Fail,-37,1
BBB,2013J,500279,2,East Anglian Region,3,60-70%,2,35-55,0,120,1,Withdrawn,-120,0
BBB,2013J,500552,2,London Region,2,60-70%,2,35-55,0,60,1,Pass,-81,1
BBB,2013J,500625,1,South East Region,2,Oct-20,1,0-35,0,60,1,Withdrawn,-36,0
BBB,2013J,500668,2,Scotland,,60-70%,1,0-35,0,120,1,Pass,-81,1
BBB,2013J,501053,2,South East Region,2,20-30%,1,0-35,1,120,1,Fail,-53,1
BBB,2013J,501208,2,South East Region,2,60-70%,2,35-55,1,60,1,Pass,-46,1
BBB,2013J,501637,2,South West Region,3,20-30%,1,0-35,1,120,2,Pass,-67,1
BBB,2013J,501862,2,Wales,2,0-10%,1,0-35,0,60,1,Fail,-42,1
BBB,2013J,501945,2,South Region,2,40-50%,2,35-55,0,60,1,Withdrawn,-158,0
BBB,2013J,502391,1,Scotland,,Oct-20,2,35-55,1,120,1,Fail,-52,1
BBB,2013J,502452,2,South West Region,3,90-100%,2,35-55,0,120,1,Withdrawn,-114,0
BBB,2013J,502621,2,South West Region,3,50-60%,1,0-35,0,120,2,Withdrawn,-88,0
BBB,2013J,503322,2,South West Region,2,Oct-20,2,35-55,0,60,1,Pass,-36,1
BBB,2013J,503516,2,Scotland,2,70-80%,1,0-35,0,60,2,Fail,-31,1
BBB,2013J,503804,2,Ireland,2,Oct-20,1,0-35,0,60,1,Pass,-28,1
BBB,2013J,503878,2,South West Region,2,50-60%,1,0-35,1,180,2,Fail,-28,1
BBB,2013J,504013,2,Wales,3,Oct-20,1,0-35,1,60,1,Pass,-36,1
BBB,2013J,504022,2,North Region,3,0-10%,1,0-35,1,120,1,Pass,-30,1
BBB,2013J,504466,2,Scotland,2,50-60%,2,35-55,1,60,1,Pass,-29,1
BBB,2013J,504635,2,Wales,,90-100%,1,0-35,0,60,1,Pass,-46,1
BBB,2013J,504842,2,East Midlands Region,2,20-30%,1,0-35,0,60,1,Withdrawn,-141,1
BBB,2013J,505413,2,South Region,3,80-90%,2,35-55,0,60,1,Pass,-58,1
BBB,2013J,505595,2,London Region,2,Oct-20,1,0-35,2,60,2,Withdrawn,-109,0
BBB,2013J,506185,2,London Region,2,60-70%,1,0-35,0,60,1,Fail,-37,1
BBB,2013J,506248,2,South East Region,2,80-90%,1,0-35,0,60,1,Fail,-99,1
BBB,2013J,506804,2,North Region,3,20-30%,1,0-35,0,120,1,Pass,-32,1
BBB,2013J,506980,2,Scotland,3,20-30%,1,0-35,1,120,1,Fail,-43,1
BBB,2013J,507016,2,North Western Region,3,40-50%,1,0-35,0,90,1,Pass,-25,1
BBB,2013J,507279,2,West Midlands Region,2,Oct-20,1,0-35,0,60,2,Fail,-36,1
BBB,2013J,507387,2,East Anglian Region,3,50-60%,1,0-35,0,60,1,Fail,-31,1
BBB,2013J,507389,2,Wales,2,20-30%,2,35-55,0,60,1,Fail,-58,1
BBB,2013J,507676,2,Yorkshire Region,1,20-30%,1,0-35,2,120,1,Fail,-103,1
BBB,2013J,507944,1,North Western Region,3,0-10%,2,35-55,0,60,1,Withdrawn,-81,0
BBB,2013J,508028,2,South West Region,3,30-40%,2,35-55,0,60,1,Pass,-194,1
BBB,2013J,508047,2,South East Region,2,40-50%,2,35-55,0,120,2,Withdrawn,-122,0
BBB,2013J,508079,2,Wales,2,40-50%,1,0-35,0,60,1,Pass,-96,1
BBB,2013J,508414,2,South West Region,2,60-70%,2,35-55,1,60,1,Withdrawn,-166,0
BBB,2013J,508422,1,Ireland,2,40-50%,2,35-55,1,60,1,Fail,-8,1
BBB,2013J,508517,2,Yorkshire Region,1,30-40%,1,0-35,2,60,1,Fail,-29,1
BBB,2013J,508759,2,East Anglian Region,3,30-40%,1,0-35,0,120,1,Withdrawn,-130,0
BBB,2013J,509036,2,Scotland,3,60-70%,1,0-35,0,120,1,Fail,-44,1
BBB,2013J,509236,2,Yorkshire Region,3,30-40%,1,0-35,0,180,1,Fail,-94,1
BBB,2013J,509258,2,North Western Region,2,60-70%,1,0-35,0,60,1,Fail,-15,1
BBB,2013J,509390,2,South Region,3,90-100%,1,0-35,1,120,2,Fail,-114,1
BBB,2013J,509607,2,North Region,2,,1,0-35,1,60,1,Distinction,-25,1
BBB,2013J,509845,2,West Midlands Region,3,0-10%,1,0-35,0,60,1,Withdrawn,-62,0
BBB,2013J,509913,2,North Western Region,2,Oct-20,2,35-55,0,60,1,Fail,-29,1
BBB,2013J,510149,2,East Anglian Region,2,90-100%,2,35-55,0,180,1,Fail,-81,1
BBB,2013J,510438,2,North Western Region,3,20-30%,2,35-55,0,60,1,Fail,-22,1
BBB,2013J,510650,2,South West Region,2,70-80%,1,0-35,0,120,2,Withdrawn,-158,0
BBB,2013J,510776,2,London Region,2,20-30%,1,0-35,1,60,1,Fail,-4,1
BBB,2013J,510868,2,London Region,3,30-40%,2,35-55,0,90,1,Withdrawn,-29,0
BBB,2013J,511678,2,South Region,3,20-30%,1,0-35,0,120,1,Pass,-92,1
BBB,2013J,512417,2,Scotland,3,Oct-20,1,0-35,1,60,1,Pass,-71,1
BBB,2013J,512581,2,Scotland,2,60-70%,1,0-35,1,60,1,Fail,-85,1
BBB,2013J,512775,2,Scotland,,0-10%,2,35-55,0,90,1,Pass,-46,1
BBB,2013J,512839,1,Yorkshire Region,2,20-30%,1,0-35,0,150,1,Fail,-75,1
BBB,2013J,512883,2,Wales,2,20-30%,1,0-35,2,60,1,Withdrawn,-36,0
BBB,2013J,512940,2,Wales,2,30-40%,1,0-35,0,60,1,Pass,-46,1
BBB,2013J,512977,1,North Western Region,3,0-10%,1,0-35,0,60,1,Pass,-42,1
BBB,2013J,513076,2,North Western Region,2,0-10%,1,0-35,0,120,2,Fail,-127,1
BBB,2013J,513648,2,Yorkshire Region,3,0-10%,1,0-35,0,120,1,Withdrawn,-158,1
BBB,2013J,513836,2,East Anglian Region,,40-50%,2,35-55,0,60,1,Withdrawn,-150,0
BBB,2013J,514043,2,London Region,3,60-70%,2,35-55,1,60,1,Pass,-81,1
BBB,2013J,514074,2,East Midlands Region,3,20-30%,2,35-55,0,60,1,Withdrawn,-25,0
BBB,2013J,514302,2,East Anglian Region,2,70-80%,2,35-55,0,60,1,Pass,-101,1
BBB,2013J,514445,2,Wales,3,20-30%,1,0-35,0,120,1,Pass,-83,1
BBB,2013J,514776,2,Scotland,2,40-50%,1,0-35,2,60,2,Fail,-72,1
BBB,2013J,514824,2,London Region,3,20-30%,1,0-35,1,60,1,Withdrawn,-117,0
BBB,2013J,514864,2,West Midlands Region,2,Oct-20,1,0-35,0,60,1,Pass,-28,1
BBB,2013J,515203,2,Wales,2,80-90%,1,0-35,0,180,1,Fail,-44,1
BBB,2013J,515209,2,East Midlands Region,,70-80%,2,35-55,0,120,1,Withdrawn,-30,1
BBB,2013J,515417,1,Ireland,,0-10%,2,35-55,0,180,1,Fail,-191,1
BBB,2013J,515646,2,East Anglian Region,2,60-70%,1,0-35,0,60,1,Pass,-32,1
BBB,2013J,515676,2,East Midlands Region,2,50-60%,1,0-35,0,60,1,Pass,-43,1
BBB,2013J,516055,2,South West Region,3,50-60%,1,0-35,0,120,1,Withdrawn,-143,0
BBB,2013J,516165,2,West Midlands Region,2,40-50%,1,0-35,0,60,1,Withdrawn,-145,0
BBB,2013J,516212,2,East Midlands Region,3,20-30%,1,0-35,0,60,1,Withdrawn,-134,1
BBB,2013J,516214,2,London Region,3,40-50%,1,0-35,0,150,1,Withdrawn,-66,1
BBB,2013J,516364,2,East Anglian Region,2,70-80%,2,35-55,0,60,1,Withdrawn,-114,0
BBB,2013J,516447,2,Scotland,2,30-40%,1,0-35,2,120,1,Withdrawn,-52,0
BBB,2013J,516926,1,North Western Region,2,Oct-20,1,0-35,0,60,2,Fail,-32,1
BBB,2013J,517000,2,North Western Region,3,Oct-20,2,35-55,2,60,1,Distinction,-42,1
BBB,2013J,517016,2,South Region,3,80-90%,1,0-35,0,60,2,Fail,-145,1
BBB,2013J,517075,2,South West Region,3,40-50%,1,0-35,0,120,1,Withdrawn,-121,0
BBB,2013J,517231,2,Scotland,3,50-60%,2,35-55,0,60,1,Pass,-65,1
BBB,2013J,517352,2,East Anglian Region,2,60-70%,1,0-35,0,60,1,Pass,-80,1
BBB,2013J,517553,2,Wales,2,80-90%,1,0-35,1,60,1,Withdrawn,-162,0
BBB,2013J,517922,2,West Midlands Region,2,70-80%,1,0-35,0,60,1,Withdrawn,-138,0
BBB,2013J,518029,2,South East Region,2,80-90%,1,0-35,1,60,1,Withdrawn,-52,0
BBB,2013J,518126,2,West Midlands Region,3,Oct-20,1,0-35,1,120,1,Pass,-46,1
BBB,2013J,518223,1,East Anglian Region,2,Oct-20,1,0-35,1,60,2,Pass,-156,1
BBB,2013J,518258,2,South East Region,2,70-80%,1,0-35,0,60,1,Distinction,-59,1
BBB,2013J,518496,2,East Anglian Region,2,70-80%,2,35-55,0,60,2,Pass,-115,1
BBB,2013J,519294,2,East Anglian Region,2,60-70%,1,0-35,0,60,1,Pass,-67,1
BBB,2013J,519584,2,South Region,2,20-30%,1,0-35,0,60,1,Pass,-74,1
BBB,2013J,519622,2,East Midlands Region,3,80-90%,1,0-35,1,180,2,Fail,-117,1
BBB,2013J,519751,2,Yorkshire Region,1,20-30%,1,0-35,0,60,1,Withdrawn,-81,0
BBB,2013J,519945,2,London Region,2,60-70%,2,35-55,0,60,1,Withdrawn,-169,0
BBB,2013J,520002,2,East Anglian Region,2,70-80%,1,0-35,0,120,1,Pass,-143,1
BBB,2013J,520006,2,East Midlands Region,3,80-90%,2,35-55,0,60,1,Distinction,-130,1
BBB,2013J,520024,2,Yorkshire Region,3,Oct-20,1,0-35,0,60,1,Withdrawn,-106,0
BBB,2013J,520100,2,South East Region,2,90-100%,1,0-35,0,60,1,Fail,-80,1
BBB,2013J,520153,2,West Midlands Region,2,40-50%,1,0-35,0,240,1,Withdrawn,-191,0
BBB,2013J,520286,2,Wales,2,60-70%,2,35-55,0,60,1,Distinction,-59,1
BBB,2013J,520325,2,South Region,2,50-60%,1,0-35,0,60,1,Fail,-120,1
BBB,2013J,521209,1,North Region,2,0-10%,1,0-35,0,120,1,Withdrawn,-150,1
BBB,2013J,521341,2,South Region,,90-100%,2,35-55,0,120,2,Pass,-35,1
BBB,2013J,521456,2,North Western Region,3,0-10%,1,0-35,0,60,1,Withdrawn,-60,0
BBB,2013J,521509,2,South West Region,2,40-50%,1,0-35,0,120,1,Pass,-16,1
BBB,2013J,521590,2,North Western Region,2,0-10%,1,0-35,0,60,1,Pass,-51,1
BBB,2013J,521666,2,Yorkshire Region,3,50-60%,1,0-35,1,120,1,Fail,-57,1
BBB,2013J,521895,2,North Region,3,,1,0-35,0,120,1,Pass,-52,1
BBB,2013J,521957,2,Ireland,2,70-80%,1,0-35,2,120,1,Withdrawn,-31,0
BBB,2013J,522426,2,Scotland,,70-80%,2,35-55,0,60,1,Pass,-24,1
BBB,2013J,522434,1,Scotland,2,0-10%,2,35-55,0,60,1,Pass,-24,1
BBB,2013J,522441,1,Scotland,3,90-100%,2,35-55,0,60,1,Pass,-24,1
BBB,2013J,522443,2,Scotland,3,40-50%,2,35-55,0,120,1,Fail,-24,1
BBB,2013J,522446,2,Scotland,3,60-70%,2,35-55,0,60,1,Pass,-24,1
BBB,2013J,522529,2,Scotland,3,0-10%,2,35-55,0,60,1,Pass,-24,1
BBB,2013J,522622,2,Wales,2,Oct-20,1,0-35,1,120,1,Pass,-36,1
BBB,2013J,522650,2,East Anglian Region,2,90-100%,1,0-35,0,60,1,Withdrawn,-22,0
BBB,2013J,522714,2,Wales,3,30-40%,1,0-35,0,60,1,Pass,-44,1
BBB,2013J,522792,2,Yorkshire Region,2,60-70%,1,0-35,0,60,1,Pass,-117,1
BBB,2013J,522889,2,Scotland,2,50-60%,1,0-35,0,60,1,Fail,-67,1
BBB,2013J,522891,2,Scotland,2,50-60%,2,35-55,0,60,1,Pass,-38,1
BBB,2013J,522894,2,Scotland,,30-40%,2,35-55,0,120,1,Pass,-67,1
BBB,2013J,522899,2,Scotland,,50-60%,2,35-55,0,120,1,Fail,-67,1
BBB,2013J,523331,2,London Region,2,Oct-20,2,35-55,0,60,1,Fail,-17,1
BBB,2013J,523398,2,South Region,3,60-70%,1,0-35,1,60,1,Fail,-58,1
BBB,2013J,523466,2,Wales,3,0-10%,1,0-35,0,180,1,Pass,-36,1
BBB,2013J,523545,2,Scotland,,50-60%,1,0-35,0,60,1,Pass,-107,1
BBB,2013J,523655,2,Wales,2,20-30%,1,0-35,0,60,1,Pass,-29,1
BBB,2013J,523757,2,North Western Region,2,0-10%,2,35-55,1,60,1,Fail,-87,1
BBB,2013J,523857,2,West Midlands Region,,20-30%,1,0-35,0,120,2,Pass,-100,1
BBB,2013J,523875,2,Scotland,3,50-60%,2,35-55,0,60,1,Distinction,-74,1
BBB,2013J,523885,2,Scotland,3,Oct-20,1,0-35,0,60,1,Withdrawn,-74,0
BBB,2013J,523928,2,London Region,3,Oct-20,2,35-55,0,60,1,Pass,-92,1
BBB,2013J,524076,2,London Region,3,20-30%,1,0-35,0,60,1,Fail,-29,1
BBB,2013J,524496,2,West Midlands Region,3,0-10%,2,35-55,1,60,1,Fail,-196,1
BBB,2013J,524790,2,South East Region,3,90-100%,2,35-55,0,60,1,Distinction,-22,1
BBB,2013J,525877,2,Scotland,2,0-10%,1,0-35,2,60,2,Withdrawn,-30,0
BBB,2013J,525885,2,South East Region,,40-50%,1,0-35,1,60,1,Fail,-46,1
BBB,2013J,525974,2,East Anglian Region,2,50-60%,1,0-35,0,60,1,Distinction,-38,1
BBB,2013J,526088,2,East Anglian Region,2,40-50%,1,0-35,0,60,1,Fail,-57,1
BBB,2013J,526177,2,Scotland,2,40-50%,1,0-35,0,75,1,Pass,-49,1
BBB,2013J,526506,2,Yorkshire Region,3,60-70%,1,0-35,2,60,1,Withdrawn,-124,0
BBB,2013J,526810,2,North Region,3,Oct-20,1,0-35,0,60,1,Withdrawn,-67,0
BBB,2013J,527393,2,Scotland,2,40-50%,1,0-35,0,60,1,Pass,-22,1
BBB,2013J,527580,2,West Midlands Region,2,80-90%,1,0-35,0,60,1,Pass,-128,1
BBB,2013J,527636,2,Wales,3,0-10%,1,0-35,1,120,1,Fail,-46,1
BBB,2013J,527689,2,Scotland,2,Oct-20,1,0-35,0,60,1,Withdrawn,-31,0
BBB,2013J,527799,1,London Region,3,Oct-20,2,35-55,1,60,1,Fail,-88,1
BBB,2013J,528056,2,South West Region,3,30-40%,1,0-35,1,60,1,Fail,-99,1
BBB,2013J,528204,2,North Western Region,2,0-10%,1,0-35,0,60,1,Withdrawn,-53,1
BBB,2013J,528464,2,South East Region,3,90-100%,1,0-35,2,60,1,Pass,-16,1
BBB,2013J,528642,2,Wales,2,40-50%,1,0-35,0,390,1,Withdrawn,-110,0
BBB,2013J,529000,2,East Anglian Region,2,60-70%,1,0-35,0,60,2,Fail,-28,1
BBB,2013J,529163,2,South Region,2,40-50%,1,0-35,1,60,1,Withdrawn,-30,1
BBB,2013J,529597,2,East Midlands Region,2,0-10%,1,0-35,0,120,2,Fail,-28,1
BBB,2013J,529795,2,Scotland,,70-80%,1,0-35,0,60,1,Fail,-25,1
BBB,2013J,530021,2,London Region,3,40-50%,1,0-35,0,60,1,Fail,-132,1
BBB,2013J,530112,2,Scotland,2,40-50%,1,0-35,1,60,1,Fail,-25,1
BBB,2013J,530487,2,London Region,,40-50%,1,0-35,0,60,1,Pass,-30,1
BBB,2013J,530514,2,East Midlands Region,2,Oct-20,1,0-35,0,60,2,Pass,-31,1
BBB,2013J,530753,2,Ireland,2,0-10%,1,0-35,0,60,2,Fail,-22,1
BBB,2013J,530841,2,North Region,3,30-40%,1,0-35,0,60,1,Pass,-43,1
BBB,2013J,531287,2,Yorkshire Region,3,0-10%,2,35-55,0,60,1,Withdrawn,-72,0
BBB,2013J,531384,2,Scotland,2,50-60%,1,0-35,0,60,1,Pass,-30,1
BBB,2013J,531643,2,North Western Region,3,Oct-20,2,35-55,0,60,1,Distinction,-102,1
BBB,2013J,532114,2,Yorkshire Region,3,0-10%,2,35-55,0,60,1,Withdrawn,-38,0
BBB,2013J,532335,2,South Region,2,70-80%,1,0-35,0,60,1,Pass,-43,1
BBB,2013J,532477,2,Scotland,3,30-40%,2,35-55,0,60,1,Pass,-88,1
BBB,2013J,532615,2,Wales,2,50-60%,2,35-55,0,120,1,Distinction,-11,1
BBB,2013J,532739,2,Scotland,,30-40%,1,0-35,0,60,1,Pass,-88,1
BBB,2013J,532750,2,London Region,3,30-40%,1,0-35,0,60,1,Distinction,-127,1
BBB,2013J,532839,2,North Region,,,1,0-35,1,60,1,Fail,-22,1
BBB,2013J,532868,2,East Anglian Region,2,70-80%,1,0-35,0,60,1,Fail,-52,1
BBB,2013J,532869,2,Yorkshire Region,2,50-60%,1,0-35,0,60,1,Pass,-37,1
BBB,2013J,533091,1,North Western Region,2,80-90%,2,35-55,0,60,1,Distinction,-49,1
BBB,2013J,533164,2,Wales,2,Oct-20,1,0-35,1,60,1,Withdrawn,-52,0
BBB,2013J,533301,2,East Anglian Region,3,70-80%,1,0-35,0,60,2,Pass,-80,1
BBB,2013J,533414,2,East Anglian Region,2,30-40%,1,0-35,1,120,1,Withdrawn,-177,0
BBB,2013J,533449,1,Yorkshire Region,2,70-80%,1,0-35,0,60,1,Withdrawn,-36,0
BBB,2013J,534133,2,Yorkshire Region,2,0-10%,1,0-35,0,60,1,Pass,-17,1
BBB,2013J,534323,2,North Region,3,40-50%,2,35-55,0,60,1,Pass,-49,1
BBB,2013J,534816,2,West Midlands Region,2,Oct-20,1,0-35,1,60,1,Fail,-102,1
BBB,2013J,534946,2,Yorkshire Region,3,Oct-20,1,0-35,0,60,1,Pass,-149,1
BBB,2013J,534998,2,North Region,2,,1,0-35,1,60,1,Pass,-42,1
BBB,2013J,535168,2,North Western Region,3,20-30%,1,0-35,0,120,1,Withdrawn,-45,0
BBB,2013J,535269,2,London Region,3,20-30%,1,0-35,1,60,1,Fail,-37,1
BBB,2013J,535379,2,East Anglian Region,3,60-70%,1,0-35,0,60,1,Pass,-16,1
BBB,2013J,535833,2,South West Region,2,20-30%,1,0-35,0,60,1,Pass,-22,1
BBB,2013J,536318,2,East Anglian Region,3,30-40%,2,35-55,0,120,1,Pass,-150,1
BBB,2013J,536409,2,East Midlands Region,3,40-50%,1,0-35,0,120,1,Withdrawn,-49,0
BBB,2013J,536487,2,Scotland,2,20-30%,1,0-35,1,60,1,Withdrawn,-95,1
BBB,2013J,536632,2,Ireland,,70-80%,1,0-35,0,60,1,Pass,-24,1
BBB,2013J,536649,2,Ireland,2,Oct-20,2,35-55,0,60,1,Fail,-52,1
BBB,2013J,536660,2,Ireland,2,40-50%,1,0-35,0,60,1,Pass,-24,1
BBB,2013J,536663,1,Ireland,3,50-60%,2,35-55,0,60,1,Withdrawn,-24,0
BBB,2013J,536664,2,Ireland,2,60-70%,2,35-55,0,60,1,Fail,-24,1
BBB,2013J,536666,2,London Region,2,40-50%,1,0-35,0,60,1,Pass,-52,1
BBB,2013J,536852,2,East Anglian Region,2,40-50%,1,0-35,0,60,1,Fail,-51,1
BBB,2013J,536992,2,South Region,3,50-60%,1,0-35,0,60,1,Pass,-25,1
BBB,2013J,537271,2,South Region,3,80-90%,1,0-35,0,120,1,Fail,-134,1
BBB,2013J,538210,2,West Midlands Region,2,50-60%,1,0-35,0,60,1,Pass,-80,1
BBB,2013J,539299,2,East Midlands Region,2,0-10%,1,0-35,1,60,1,Withdrawn,-191,0
BBB,2013J,539414,2,South East Region,3,60-70%,1,0-35,0,60,1,Withdrawn,-60,0
BBB,2013J,539426,2,London Region,1,20-30%,2,35-55,1,60,1,Fail,-25,1
BBB,2013J,539670,1,East Anglian Region,3,0-10%,2,35-55,0,120,1,Fail,-92,1
BBB,2013J,540005,2,West Midlands Region,3,0-10%,1,0-35,1,60,1,Pass,-31,1
BBB,2013J,540249,1,East Anglian Region,3,0-10%,2,35-55,0,120,1,Fail,-28,1
BBB,2013J,540293,2,Wales,2,Oct-20,2,35-55,0,60,1,Pass,-60,1
BBB,2013J,540521,2,East Anglian Region,3,30-40%,1,0-35,0,75,1,Pass,-29,1
BBB,2013J,540602,2,South Region,2,80-90%,1,0-35,0,60,1,Pass,-115,1
BBB,2013J,540682,2,South East Region,2,50-60%,1,0-35,0,60,1,Pass,-66,1
BBB,2013J,541171,2,Wales,3,60-70%,1,0-35,0,120,1,Withdrawn,-52,0
BBB,2013J,541274,1,Yorkshire Region,2,50-60%,2,35-55,1,60,1,Distinction,-74,1
BBB,2013J,541586,2,East Midlands Region,3,60-70%,2,35-55,0,60,1,Distinction,-96,1
BBB,2013J,541702,2,East Anglian Region,3,90-100%,1,0-35,0,120,1,Distinction,-149,1
BBB,2013J,541842,2,South East Region,2,0-10%,1,0-35,0,60,1,Withdrawn,-150,0
BBB,2013J,542296,2,Wales,2,30-40%,2,35-55,1,60,1,Pass,-66,1
BBB,2013J,542472,2,North Western Region,2,20-30%,1,0-35,0,90,1,Fail,-132,1
BBB,2013J,542562,2,South East Region,3,60-70%,1,0-35,1,270,2,Withdrawn,-196,0
BBB,2013J,542574,2,East Midlands Region,2,Oct-20,1,0-35,0,60,1,Distinction,-22,1
BBB,2013J,542707,2,North Western Region,3,30-40%,1,0-35,0,60,1,Fail,-60,1
BBB,2013J,543021,1,Scotland,2,Oct-20,2,35-55,0,60,1,Withdrawn,-94,0
BBB,2013J,543199,2,West Midlands Region,3,Oct-20,1,0-35,1,90,1,Withdrawn,-67,0
BBB,2013J,543279,2,Yorkshire Region,3,0-10%,1,0-35,0,60,1,Fail,-66,1
BBB,2013J,543418,2,Wales,2,40-50%,1,0-35,0,60,1,Withdrawn,-81,0
BBB,2013J,543428,2,West Midlands Region,2,90-100%,2,35-55,1,60,1,Pass,-94,1
BBB,2013J,544122,2,Wales,3,90-100%,1,0-35,0,60,1,Distinction,-19,1
BBB,2013J,544627,2,East Anglian Region,2,90-100%,1,0-35,1,60,1,Fail,-38,1
BBB,2013J,545200,2,North Western Region,3,40-50%,2,35-55,0,60,1,Pass,-107,1
BBB,2013J,545247,2,West Midlands Region,2,0-10%,1,0-35,0,60,1,Fail,-9,1
BBB,2013J,545297,2,East Anglian Region,2,40-50%,1,0-35,0,60,2,Fail,-9,1
BBB,2013J,545298,2,North Western Region,2,0-10%,1,0-35,0,60,1,Pass,-96,1
BBB,2013J,545443,2,North Western Region,3,0-10%,1,0-35,0,60,1,Pass,-29,1
BBB,2013J,545462,2,West Midlands Region,3,40-50%,2,35-55,0,60,1,Pass,-95,1
BBB,2013J,545521,1,South Region,2,30-40%,2,35-55,1,60,2,Withdrawn,-177,0
BBB,2013J,546124,2,London Region,3,20-30%,1,0-35,0,120,1,Withdrawn,-114,0
BBB,2013J,546195,1,London Region,2,0-10%,1,0-35,0,150,1,Fail,-10,1
BBB,2013J,546196,2,North Western Region,3,20-30%,1,0-35,0,120,2,Pass,-12,1
BBB,2013J,546941,2,South Region,3,80-90%,1,0-35,1,60,1,Distinction,-194,1
BBB,2013J,547266,2,Yorkshire Region,,Oct-20,2,35-55,0,60,1,Withdrawn,-183,0
BBB,2013J,547311,2,North Western Region,2,70-80%,2,35-55,0,60,1,Fail,-38,1
BBB,2013J,547718,2,Yorkshire Region,2,60-70%,1,0-35,0,60,1,Withdrawn,-43,0
BBB,2013J,547755,2,Wales,2,90-100%,2,35-55,1,120,1,Withdrawn,-196,0
BBB,2013J,547979,2,South East Region,1,60-70%,1,0-35,0,120,1,Withdrawn,-90,0
BBB,2013J,548197,2,Scotland,2,Oct-20,1,0-35,0,60,1,Pass,-67,1
BBB,2013J,548899,2,East Anglian Region,3,40-50%,1,0-35,0,60,1,Pass,-25,1
BBB,2013J,549129,2,Yorkshire Region,,30-40%,1,0-35,1,60,1,Pass,-52,1
BBB,2013J,549226,2,East Midlands Region,3,80-90%,1,0-35,0,60,1,Fail,-102,1
BBB,2013J,549445,2,Ireland,2,30-40%,2,35-55,0,75,1,Pass,-24,1
BBB,2013J,549586,2,London Region,2,50-60%,2,35-55,0,60,1,Pass,-60,1
BBB,2013J,549745,2,North Western Region,3,70-80%,1,0-35,0,120,1,Withdrawn,-30,0
BBB,2013J,549873,2,North Western Region,3,50-60%,1,0-35,1,60,1,Fail,-38,1
BBB,2013J,549918,2,North Western Region,3,50-60%,1,0-35,0,60,1,Fail,-109,1
BBB,2013J,550412,2,North Western Region,2,Oct-20,1,0-35,0,60,1,Pass,-38,1
BBB,2013J,550559,2,North Western Region,3,30-40%,1,0-35,0,60,1,Withdrawn,-19,0
BBB,2013J,550880,2,South East Region,3,60-70%,1,0-35,1,60,1,Distinction,-38,1
BBB,2013J,550941,2,Wales,2,70-80%,1,0-35,1,120,2,Pass,-85,1
BBB,2013J,551031,2,London Region,2,Oct-20,2,35-55,0,60,1,Fail,-19,1
BBB,2013J,551136,2,North Western Region,2,20-30%,1,0-35,0,60,1,Withdrawn,-28,0
BBB,2013J,551205,2,East Midlands Region,2,70-80%,1,0-35,1,60,1,Pass,-136,1
BBB,2013J,551219,2,Wales,3,30-40%,1,0-35,0,90,1,Pass,-158,1
BBB,2013J,551234,2,London Region,2,Oct-20,2,35-55,0,60,1,Pass,-25,1
BBB,2013J,551347,1,Wales,2,30-40%,1,0-35,1,60,1,Pass,-29,1
BBB,2013J,551515,2,Scotland,2,Oct-20,1,0-35,0,180,1,Withdrawn,-60,0
BBB,2013J,551628,2,Yorkshire Region,2,0-10%,1,0-35,0,120,2,Withdrawn,-35,0
BBB,2013J,551802,2,London Region,3,70-80%,1,0-35,0,60,1,Fail,-16,1
BBB,2013J,551836,1,North Region,2,Oct-20,1,0-35,0,60,1,Pass,-22,1
BBB,2013J,552116,2,West Midlands Region,2,20-30%,1,0-35,0,60,1,Pass,-25,1
BBB,2013J,552177,2,North Western Region,3,20-30%,1,0-35,0,60,1,Fail,-28,1
BBB,2013J,552205,2,Scotland,2,0-10%,1,0-35,1,60,1,Pass,-36,1
BBB,2013J,552339,2,East Anglian Region,,50-60%,1,0-35,0,60,1,Pass,-60,1
BBB,2013J,552399,2,London Region,3,30-40%,1,0-35,0,60,2,Distinction,-51,1
BBB,2013J,552515,2,South West Region,3,30-40%,2,35-55,0,120,1,Pass,-36,1
BBB,2013J,552622,2,West Midlands Region,2,20-30%,2,35-55,1,60,1,Pass,-25,1
